"music_title","difficulty_name","music_id","difficulty_id","count","played","comp","ex_comp","uc","per","grade_C","grade_B","grade_A","grade_Ap","grade_AA","grade_AAp","grade_AAA","grade_AAAp","grade_S","grade_995","grade_998","avg_score","sd_score","avg_skill_u8","avg_skill_9","avg_skill_10","avg_skill_11","avg_skill_12_n","avg_skill_12_g","avg_skill_12_h","avg_vf_u7","avg_vf_8_i_ii","avg_vf_8_iii_iv","avg_vf_9_i","avg_vf_9_ii","avg_vf_9_iii","avg_vf_9_iv","avg_vf_10_i","avg_vf_10_ii","avg_vf_10_iii","avg_vf_10_iv"
"Awakening","EXHAUST","1133","3","2831","614","251","1558","318","90","2827","2824","2823","2820","2773","2677","2492","2162","1530","701","313","9836716","342194","9775530","9436141","9380340","9718941","9889694","9915443","9957834","9348340","9686540","9814661","9877432","9916287","9905166","9953389","9965777","9974181","9982922","9995163"
"Awakening","MAXIMUM","1133","4","2565","709","1129","714","13","0","2521","2494","2436","2374","2151","1573","820","416","150","45","5","9422976","802579","9550097","0","8661447","8801306","9486446","9623562","9765024","6665765","8288220","9183114","9411832","9535253","9615656","9728071","9751162","9833909","9903359","9925726"
"BELOBOG","NOVICE","1135","1","53","0","0","2","15","36","53","53","53","53","53","53","51","51","51","51","44","9980961","64417","9902876","0","9989909","9994566","9985424","10000000","10000000","9945846","9992071","9977296","9994954","10000000","10000000","9997197","10000000","10000000","0","10000000"
"BELOBOG","ADVANCED","1135","2","316","5","45","121","91","54","316","316","312","310","300","291","264","237","199","163","107","9842672","260892","9485580","9477786","9767916","9900063","9959383","9990987","9994733","9630489","9901033","9917459","9967264","9978926","9993091","9994544","9999026","10000000","10000000","9999567"
"BELOBOG","EXHAUST","1135","3","2646","79","664","1579","264","60","2645","2645","2618","2570","2404","2208","1912","1536","1082","480","214","9736862","318226","9261931","8893022","9231497","9609361","9837378","9899970","9952627","9190303","9533106","9715312","9832312","9886136","9922292","9948202","9951043","9973039","9985427","9992149"
"BELOBOG","MAXIMUM","1135","4","2783","932","1056","753","41","1","2775","2767","2407","2123","1610","1125","695","429","203","67","21","9282309","611262","8891271","7856277","8482624","8788446","9312994","9516260","9775250","8119355","8566056","8975470","9237666","9357470","9514067","9741127","9814505","9868457","9926221","9938654"
"CHERNOBOG","NOVICE","1136","1","49","0","0","0","4","45","49","49","49","49","49","49","49","49","49","49","48","9999114","3470","10000000","0","10000000","9998330","9997588","10000000","10000000","9998191","10000000","10000000","9996382","10000000","10000000","10000000","10000000","10000000","0","10000000"
"CHERNOBOG","ADVANCED","1136","2","192","1","13","64","62","52","192","192","192","192","188","186","178","164","148","121","97","9915190","156475","9667642","9685990","9866011","9924217","9977268","9995819","9997993","9772193","9928020","9963350","9984157","9990674","9996959","9996342","10000000","10000000","0","10000000"
"CHERNOBOG","EXHAUST","1136","3","1750","23","295","1235","137","60","1750","1750","1743","1738","1706","1633","1474","1277","913","443","166","9830576","200447","9226155","9451239","9590766","9806265","9914823","9931265","9962713","9546745","9781267","9863072","9916593","9930043","9942903","9955548","9971962","9979961","9982691","9986363"
"CHERNOBOG","MAXIMUM","1136","4","2978","267","1213","1419","47","32","2970","2969","2961","2931","2808","2551","1921","1408","830","353","133","9707169","419362","9583103","9001562","9217848","9520214","9740864","9844651","9916362","9189036","9467917","9591584","9733208","9771460","9862902","9922538","9826687","9964351","9969425","9971629"
"分けるな危険！モモモモモモーイズム","NOVICE","1137","1","52","0","0","1","2","49","52","52","52","52","52","52","52","52","52","51","50","9997929","10603","9987502","0","10000000","9998165","10000000","10000000","10000000","9992822","10000000","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"分けるな危険！モモモモモモーイズム","ADVANCED","1137","2","71","0","5","10","14","42","71","71","71","71","70","70","68","65","65","61","51","9957098","120683","9803533","9710920","9983175","9989011","9998540","10000000","9998929","9899434","9995539","9978587","9994647","10000000","9999405","9999331","10000000","10000000","0","10000000"
"分けるな危険！モモモモモモーイズム","EXHAUST","1137","3","544","3","56","259","88","138","542","542","542","538","521","509","486","460","408","308","216","9860792","543848","9579809","9554214","9730919","9857032","9963588","9969313","9882897","9669216","9920083","9839706","9964684","9975276","9987375","9985803","9369378","10000000","10000000","9994183"
"分けるな危険！モモモモモモーイズム","MAXIMUM","1137","4","2656","19","529","1835","151","122","2654","2654","2653","2640","2579","2483","2242","1889","1386","690","346","9824489","316212","9652146","9236931","9487485","9753482","9861242","9924809","9958653","9464920","9713282","9825898","9883764","9886415","9904171","9956445","9960361","9974293","9979676","9989436"
"ロプノールの商隊","NOVICE","1138","1","50","0","0","0","3","47","50","50","50","50","50","50","50","50","50","50","50","9999438","2224","9995318","0","10000000","9999280","10000000","10000000","10000000","9998662","9998439","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"ロプノールの商隊","ADVANCED","1138","2","74","0","5","13","20","36","74","74","74","74","73","73","71","69","67","62","54","9955523","120958","9733297","9812855","9962367","9983298","9998779","10000000","9997457","9876647","9984404","9994575","9996949","9998644","10000000","9995932","10000000","10000000","0","9998644"
"ロプノールの商隊","EXHAUST","1138","3","473","6","45","154","135","133","473","473","468","466","455","446","428","415","376","308","223","9901552","212481","9583084","9591757","9789201","9937939","9958606","9862363","9994789","9720384","9937393","9967213","9915826","9991469","9921057","9993616","9997478","10000000","10000000","9999317"
"ロプノールの商隊","MAXIMUM","1138","4","2440","75","575","1595","120","75","2434","2434","2431","2417","2343","2211","1974","1604","1113","512","209","9793095","335753","9716896","9201726","9382128","9657418","9853796","9903451","9953814","9387201","9627769","9725745","9852083","9872528","9923622","9949481","9956880","9973925","9958865","9991450"
"Phlox","NOVICE","1139","1","54","0","1","1","3","49","54","54","54","54","54","54","54","53","53","53","51","9994684","27536","9959946","0","10000000","9994895","10000000","10000000","10000000","9986278","9993324","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Phlox","ADVANCED","1139","2","85","1","5","16","25","38","84","84","83","82","82","80","78","75","72","60","51","9802558","1083090","9656950","9167600","9975710","9963780","9993375","10000000","9997548","9789888","9986687","9988789","9982062","10000000","8759809","9996076","10000000","10000000","0","10000000"
"Phlox","EXHAUST","1139","3","557","2","61","153","174","167","557","557","553","548","540","528","498","477","441","378","276","9900190","212647","9530704","9565995","9758686","9936309","9986642","9994177","9997870","9680714","9932023","9966982","9981484","9989459","9990642","9997178","9999792","9999515","9999127","10000000"
"Phlox","MAXIMUM","1139","4","2859","22","506","1883","161","287","2859","2859","2853","2840","2793","2701","2554","2274","1804","976","507","9862925","184465","9614632","9243187","9555802","9811784","9918757","9941620","9973756","9519102","9776266","9867231","9916633","9936825","9951024","9972377","9980321","9995287","9988363","9995379"
"蟲の棲む処","NOVICE","1140","1","56","1","0","0","8","47","55","55","55","55","55","55","55","55","55","54","51","9817593","1323851","9991409","0","9993557","9161655","9999045","10000000","10000000","9987650","10000000","10000000","9995704","6666667","10000000","10000000","10000000","10000000","0","10000000"
"蟲の棲む処","ADVANCED","1140","2","103","0","14","19","32","38","103","103","103","101","101","100","91","89","81","74","60","9913217","181957","9702892","9834355","9880647","9952147","9907975","10000000","9998196","9828074","9965917","9900425","9991820","9996933","9995399","9998327","10000000","10000000","0","10000000"
"蟲の棲む処","EXHAUST","1140","3","896","7","111","341","324","113","891","891","890","884","871","844","793","753","652","467","247","9847407","596022","9478590","9530862","9777414","9908821","9868184","9631751","9989206","9676302","9900235","9940198","9865687","9841395","9775419","9987960","9996838","9998977","9998831","10000000"
"蟲の棲む処","MAXIMUM","1140","4","3038","5","489","1608","674","262","3038","3037","3035","3021","2949","2831","2620","2328","1892","1181","708","9853966","202440","9617885","9276913","9518643","9795937","9920649","9948338","9971363","9487656","9757656","9866034","9914384","9941916","9959144","9977602","9953519","9993169","9985328","9995956"
"Sky High","NOVICE","1141","1","58","0","1","5","9","43","58","58","58","58","58","57","57","57","53","52","50","9976199","85588","9902597","0","9997896","9961873","9995323","10000000","10000000","9935761","9987373","10000000","9993266","10000000","10000000","9997194","10000000","10000000","0","10000000"
"Sky High","ADVANCED","1141","2","192","3","14","50","64","61","192","191","191","189","184","180","177","172","157","122","103","9896569","271770","9416295","9677365","9842890","9948232","9977197","9991430","9999057","9707858","9945704","9961535","9975910","9975942","9994418","9998975","10000000","10000000","0","10000000"
"Sky High","EXHAUST","1141","3","1002","6","158","591","138","109","1002","1002","1001","994","969","943","881","811","654","441","247","9869008","198885","9433470","9553472","9713432","9873629","9943900","9958052","9987578","9638640","9861237","9910060","9938296","9965377","9966917","9970325","9990247","9995461","10000000","10000000"
"Sky High","MAXIMUM","1141","4","2964","301","1165","1412","59","27","2950","2949","2923","2843","2681","2324","1709","1216","709","289","127","9655822","396685","9492243","8922315","9082876","9441998","9707842","9777737","9904632","9057071","9372117","9542658","9685978","9761607","9809762","9885085","9899382","9886571","9870076","9973563"
"惑星☆ロリポップ","NOVICE","1142","1","68","0","1","0","6","61","68","68","68","68","68","67","67","67","67","67","67","9989740","76522","9916211","0","9997720","10000000","9998632","10000000","10000000","9971500","10000000","10000000","9999145","10000000","10000000","9999316","10000000","10000000","0","10000000"
"惑星☆ロリポップ","ADVANCED","1142","2","84","0","7","9","7","61","84","84","84","84","83","82","80","78","78","74","64","9964554","112869","9813641","0","9992481","9992808","9996582","10000000","10000000","9916609","9992481","9993421","9995823","10000000","10000000","9990977","10000000","10000000","0","10000000"
"惑星☆ロリポップ","EXHAUST","1142","3","674","3","32","96","138","405","671","671","671","671","668","664","651","643","608","575","517","9939366","425795","9773480","9854248","9917729","9978186","9943302","9999309","9877813","9875592","9975675","9986484","9994342","9893287","9999438","9837098","9997991","10000000","9996054","9970751"
"惑星☆ロリポップ","MAXIMUM","1142","4","2588","7","331","1380","671","199","2587","2587","2584","2575","2537","2471","2303","2072","1590","942","545","9863869","233336","9456652","9433494","9641773","9831077","9918217","9948924","9979956","9590769","9799183","9886107","9900858","9949015","9956393","9971087","9986639","9993832","9944102","9994860"
"ビビットストリーム","NOVICE","1143","1","60","0","0","0","3","57","60","60","60","60","60","60","60","60","60","60","59","9998943","4899","9996478","0","10000000","9998136","10000000","10000000","10000000","9996830","10000000","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"ビビットストリーム","ADVANCED","1143","2","72","0","2","5","12","53","72","72","72","72","71","70","68","68","66","65","61","9959463","139546","9769465","0","9989035","9996223","9998671","10000000","9998228","9898325","9997010","9997342","9997722","10000000","10000000","9998006","10000000","10000000","0","10000000"
"ビビットストリーム","EXHAUST","1143","3","521","7","33","86","136","259","517","517","517","516","514","513","503","495","469","430","389","9892149","848018","9825128","9918564","9937357","9968549","9984386","9997245","9997959","9899216","9979265","9968359","9995442","9980386","9998975","9658526","10000000","10000000","10000000","8660911"
"ビビットストリーム","MAXIMUM","1143","4","2266","22","425","1568","144","107","2264","2261","2259","2248","2206","2133","1962","1714","1204","610","281","9836377","257333","9450484","9399555","9596179","9798965","9888485","9929860","9971384","9554772","9771512","9853948","9894763","9931666","9900404","9968397","9971623","9976936","9991477","9994825"
"Royal Judgement","NOVICE","1144","1","52","0","0","4","3","45","52","52","52","52","52","52","52","52","52","50","47","9995065","15400","9971896","0","9996334","9994668","10000000","10000000","9997801","9985795","10000000","10000000","9998167","10000000","10000000","9997801","10000000","10000000","0","10000000"
"Royal Judgement","ADVANCED","1144","2","68","0","6","8","15","39","68","68","68","68","66","66","62","62","62","58","53","9946169","159562","9878405","9083720","9898191","9991317","9990698","9759690","9999612","9873361","9995348","9985465","10000000","10000000","9909884","9998966","9998837","10000000","0","10000000"
"Royal Judgement","EXHAUST","1144","3","699","1","79","234","221","164","699","699","698","691","681","667","636","593","534","420","301","9899473","195487","9500492","9602928","9795688","9917586","9974590","9990561","9996827","9687287","9916062","9954299","9970485","9987932","9985102","9996160","9999163","10000000","10000000","10000000"
"Royal Judgement","GRAVITY","1144","6","3160","85","749","1923","297","106","3159","3156","3139","3105","2969","2749","2379","1974","1418","724","375","9773067","292362","9694683","8964549","9299705","9642321","9846955","9903904","9963788","9268847","9569012","9743476","9847530","9890323","9926359","9938375","9979020","9984326","9984801","9995656"
"スピーカーガール！","NOVICE","1145","1","50","0","0","0","5","45","50","50","50","50","50","50","50","50","50","50","48","9998593","5071","9997187","0","9996484","9996213","10000000","10000000","10000000","9996213","9996484","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"スピーカーガール！","ADVANCED","1145","2","58","0","1","7","17","33","58","58","58","58","58","58","56","56","56","55","50","9981174","65957","9880668","0","9991050","9989443","9998210","10000000","10000000","9943843","9992328","9992840","9995226","9994033","10000000","9999337","10000000","10000000","0","10000000"
"スピーカーガール！","EXHAUST","1145","3","416","0","20","91","135","170","416","416","416","416","413","413","404","398","382","343","280","9960588","105632","9688946","9823908","9887677","9964970","9989738","9994419","9997951","9834821","9954365","9982692","9982943","9991987","9996947","9997842","9997933","10000000","10000000","10000000"
"スピーカーガール！","GRAVITY","1145","6","2009","25","405","1272","227","80","2007","2007","2003","1991","1957","1886","1724","1533","1142","627","274","9837952","351297","9418847","9311561","9490587","9803114","9901729","9941611","9971946","9489085","9767510","9864841","9874182","9939651","9950811","9968913","9983717","9975302","9985860","9991133"
"業焔繚乱","NOVICE","1146","1","51","0","0","0","5","46","51","51","51","51","51","51","51","51","51","51","50","9998466","4905","9990871","0","10000000","9998194","10000000","10000000","10000000","9994411","10000000","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"業焔繚乱","ADVANCED","1146","2","89","2","5","13","32","37","89","89","87","87","86","83","79","78","76","68","52","9896203","288826","9771380","9894157","9832062","9830475","9993649","9995766","9998412","9731689","9972480","9966900","9996613","9993649","10000000","9997691","10000000","10000000","0","10000000"
"業焔繚乱","EXHAUST","1146","3","899","4","112","435","260","88","899","899","896","887","860","835","770","699","557","383","214","9850670","216833","9404981","9487939","9679348","9872220","9949981","9971307","9988384","9599078","9866027","9904339","9950991","9967600","9978307","9976801","9993935","10000000","10000000","9997953"
"業焔繚乱","GRAVITY","1146","6","2973","94","1041","1712","120","6","2972","2972","2962","2923","2725","2424","1833","1317","737","276","90","9696272","306397","9471123","8990508","9235145","9494927","9752061","9825455","9922383","9142024","9409272","9612349","9724740","9781347","9850518","9912947","9937167","9943646","9968101","9974398"
"Decoy","NOVICE","1147","1","57","0","0","3","4","50","57","57","57","57","57","57","57","57","57","54","52","9994043","19627","9981136","0","9986684","9989643","10000000","10000000","10000000","9984566","10000000","10000000","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Decoy","ADVANCED","1147","2","123","0","8","12","21","82","123","123","123","123","123","119","118","118","115","110","101","9968495","107155","9939554","9989235","9961692","9964343","10000000","10000000","10000000","9930454","9982270","9997930","10000000","10000000","10000000","10000000","10000000","10000000","0","10000000"
"Decoy","EXHAUST","1147","3","686","3","53","118","180","332","686","686","686","683","674","665","651","635","605","559","460","9946167","146183","9662070","9771330","9894528","9970954","9991455","9997250","9998645","9813186","9975051","9979766","9993492","9996743","9998963","9997990","9999799","10000000","10000000","10000000"
"Decoy","MAXIMUM","1147","4","3044","29","435","1795","366","419","3044","3044","3042","3032","3012","2957","2831","2644","2265","1500","987","9903198","150421","9736659","9369370","9670635","9870181","9944314","9966919","9987909","9638973","9852450","9907822","9941884","9961999","9972363","9985229","9988332","9998634","9991976","9998097"
"New Leaf","NOVICE","1148","1","57","0","0","0","6","51","57","57","57","57","57","57","57","57","57","57","55","9998157","6627","9989496","0","9996499","9998764","9998727","10000000","10000000","9995331","9998599","9996499","10000000","10000000","10000000","10000000","10000000","10000000","10000000","10000000"
